# $0=time_ms	$1=step	$2=step_phase	$3=inhibit_i	$4=pitch	$5=roll	$6=tilt	$7=error	$8=ctrl	$9=ctrl_i_accu
31682	0	0	1	0.9256696	-5.574228	0.0	0.0	-0.005250022	-0.005250022
31700	0	0	1	-0.01034173	-3.404747	0.0	0.0	-0.005250022	-0.005250022
31715	0	0	1	-0.2491126	-2.678747	0.0	0.0	-0.005250022	-0.005250022
31734	0	0	1	-0.3027202	-0.9383981	0.0	0.0	-0.005250022	-0.005250022
31753	0	0	1	-0.412722	0.3192384	0.0	0.0	-0.005250022	-0.005250022
31772	0	0	1	0.01245904	1.299333	0.0	0.0	-0.005250022	-0.005250022
31795	0	0	1	1.276871	0.9753889	0.0	0.0	-0.005250022	-0.005250022
31831	0	0	1	3.001835	-0.7124941	0.0	0.0	-0.005250022	-0.005250022
31850	0	0	1	3.089443	-1.351795	0.0	0.0	-0.005250022	-0.005250022
31865	0	0	1	2.725866	-2.718633	0.0	0.0	-0.005250022	-0.005250022
31884	0	0	1	1.950578	-3.922989	0.0	0.0	-0.005250022	-0.005250022
31902	0	0	1	0.7013841	-4.504024	0.0	0.0	-0.005250022	-0.005250022
31922	0	0	1	-0.5878883	-4.197318	0.0	0.0	-0.005250022	-0.005250022
31940	0	0	1	-1.189968	-3.100634	0.0	0.0	-0.005250022	-0.005250022
31954	0	0	1	-1.302972	-2.383229	0.0	0.0	-0.005250022	-0.005250022
31974	0	0	1	-1.257242	-0.9091694	0.0	0.0	-0.005250022	-0.005250022
31992	0	0	1	-0.5713106	0.3400665	0.0	0.0	-0.005250022	-0.005250022
32012	0.002739847	1	0	0.264076	1.407447	0.0	0.0	-0.005250022	-0.005250022
32033	0.02161384	1	0	1.547047	1.715089	-6.780356	0.0	-0.005250022	-0.005250022
32053	0.05778062	1	0	1.285245	0.8174225	18.95842	9.468766	0.02780221	0.02780221
32074	0.112925	1	0	0.4840548	-0.3423619	33.48126	8.82602	0.05861083	0.05861083
32115	0.2624627	1	0	-0.2373334	0.3938568	-25.57223	-18.47765	-0.005888343	-0.005888343
32141	0.3545678	1	0	1.104511	0.1972185	36.75713	16.13214	0.05042345	0.05042345
32161	0.4477326	1	0	0.551931	1.123462	-23.15052	-16.10411	-0.005790491	-0.005790491
32182	0.5475244	1	0	0.6373511	0.4603679	7.170715	5.230187	0.01246631	0.01246631
32202	0.6635374	1	0	-0.4861962	1.006122	-60.46018	-22.95594	-0.06766504	-0.06766504
32223	0.7541136	1	0	-0.9169005	1.428875	-95.03558	-21.1646	-0.1415434	-0.1415434
32250	0.8415771	1	0	-1.553224	0.9840284	-102.7877	-10.63786	-0.1786766	-0.1786766
